"","CD_AGSN","DPO_EmAGSN","PopEmDPO_EmAGSN"
"2356","33045570301","545","2301"
"2357","33045570302","285","1097"
"2358","33045570304","1027","3254"
"2359","33045570306","223","806"
"2360","33045570307","528","1730"
"2361","33045570308","319","1045"
"2362","33045570309","258","805"
"2363","33045570310","230","769"
"2364","33045570313","474","1512"
"2365","33045570315","794","2584"
"2366","33045570318","171","718"
"2367","33045570319","237","679"
"2368","33045570326","311","1102"
"2369","33045570331","133","495"
"2370","33045570335","343","1158"
"2371","33045570336","275","854"
"2372","33045570337","345","1204"
"2373","33045570339","338","1197"
"2374","33045570340","365","1170"
"2375","33045570341","115","371"
"2376","33045570342","1096","3745"
"2377","33045570343","121","434"
"2378","33045570354","775","2416"
"2379","33045570356","308","1141"
"2380","33045570358","66","330"
"2381","33045570360","76","256"
"2382","33045570361","131","676"
"2383","33045570362","56","178"
"2384","33045570364","189","674"
"2385","33045570371","92","287"
"2386","33045570372","573","1724"
"2387","33045570374","302","983"
"2388","33045570379","1490","4697"
"2389","33045570380","162","563"
"2390","33045570381","705","2752"
"2391","33045570382","8784","29678"
"2392","33045570383","219","753"
"2393","33045570384","292","910"
"2394","33045570386","118","448"
"2395","33045570387","1187","3389"
"2396","33045570388","76","265"
"2397","33045570390","34","118"
"2398","33045570393","309","989"
"2399","33045570395","243","879"
"2400","33045570396","454","1487"
"2401","33045570397","254","758"
"2402","33045570399","367","1245"
"2403","33045570400","251","998"
"2404","33045570401","86","284"
"2405","33045570402","131","555"
"2406","33045570405","2500","7563"
"2407","33045570406","4021","12429"
"2408","33045570407","669","2086"
"2409","33045570409","237","741"
"2410","33045570410","416","1034"
"2411","33045570411","96","301"
"2412","33045570412","2296","7594"
"2413","33045570413","168","648"
"2414","33045570414","261","932"
"2415","33045570415","1207","3780"
"2416","33045570500","356","1252"
"2417","33045570503","183","551"
"2418","33045570505","156","576"
"2419","33045570507","857","2859"
"2420","33045570508","750","2516"
"2421","33045570509","752","2409"
"2422","33045570510","95","335"
"2423","33045570511","158","500"
"2424","33045570512","121","371"
"2425","33045570513","941","3284"
"2426","33045570514","152","503"
"2427","33045570515","174","515"
"2428","33045570517","210","707"
"2429","33045570518","116","436"
"2430","33045570519","558","1843"
"2431","33045570520","71","251"
"2432","33045570521","463","1526"
"2433","33045570522","151","445"
"2434","33045570523","312","957"
"2435","33045570524","289","758"
"2436","33045570525","109","318"
"2437","33045570526","499","1477"
"2438","33045570527","456","1437"
"2439","33045570528","799","2634"
"2440","33045570529","88","239"
"2441","33045570530","155","445"
"2442","33045570531","129","425"
"2443","33045570536","502","1657"
"2444","33045570538","98","284"
"2445","33045570539","181","556"
"2446","33045570540","1069","3295"
"2447","33045570541","473","1640"
"2448","33045570542","587","1698"
"2449","33045570543","347","1057"
"2450","33045570544","160","484"
"2451","33045570545","504","1568"
"2452","33045570546","85","284"
"2453","33045570547","328","1289"
"2454","33045570548","518","1790"
"2455","33045570549","564","1871"
"2456","33045570550","159","505"
"2457","33045570551","636","2050"
"2458","33045570552","216","734"
"2459","33045570553","923","3206"
"2460","33045570554","80","249"
"2461","33045570555","495","1641"
"2462","33045570556","373","1271"
"2463","33045570557","67","207"
"2464","33045570558","458","1661"
"2465","33045570559","281","858"
"2466","33045570560","203","628"
"2467","33045570562","206","687"
"2468","33045570564","103","353"
"2469","33045570565","140","501"
"2470","33045570566","115","389"
"2471","33045570567","207","704"
"2472","33045570568","366","1273"
"2473","33045570569","147","500"
"2474","33045570570","326","1034"
"2475","33045570571","101","358"
"2476","33045570572","149","509"
"2477","33045570573","1338","4414"
"2478","33045570575","104","359"
"2479","33045570576","127","402"
"2480","33045570577","309","1005"
"2481","33045570578","507","1764"
"2482","33045570579","62","212"
"2483","33045570580","722","2428"
"2484","33045570581","108","337"
"2485","33045570582","390","1209"
"2486","33045570583","616","2038"
"2487","33045570585","229","657"
"2488","33045570586","58","185"
"2489","33045570587","65","201"
"2490","33045570588","108","301"
"2491","33045570589","182","549"
"2492","33045570590","675","2546"
"2493","33045570591","444","1337"
"2494","33045570592","2398","8154"
"2495","33045570593","320","1100"
"2496","33045570595","228","721"
"2497","33045570596","268","889"
"2498","33045570597","125","396"
"2499","33045570602","146","460"
"2500","33045570603","2445","8159"
"2501","33045570604","594","1874"
"2502","33045570605","57","172"
"2503","33045570606","73","309"
"2504","33045570607","703","2437"
"2505","33045570608","52","182"
"2506","33045570609","294","935"
"2507","33045570610","4236","14620"
"2508","33045570612","1237","4306"
"2509","33045570613","92","302"
"2510","33045570614","845","2747"
"2511","33045570616","422","1348"
"2512","33045570617","161","534"
"2513","33045570618","455","1485"
"2514","33045570620","287","879"
"2515","33045570621","192","590"
"2516","33045570622","423","1333"
"2517","33045570623","578","1878"
"2518","33045570624","301","1099"
"2519","33045570625","43","186"
"2520","33045570626","71","254"
"2521","33045570627","71","252"
"2522","33045570629","317","1269"
"2523","33045570630","389","1698"
"2524","33045570631","245","740"
"2525","33045570633","411","1552"
"2526","33045570635","606","1972"
"2527","33045570636","263","944"
"2528","33045570637","811","2616"
"2529","33045570639","769","2704"
"2530","33045570641","178","571"
"2531","33045570642","941","3143"
"2532","33045570643","366","1090"
"2533","33045570644","2124","6775"
"2534","33045570648","414","1355"
"2535","33045570649","59","176"
"2536","33045570650","405","1717"
"2537","33045570651","272","925"
"2538","33045570652","277","901"
"2539","33045570653","677","2396"
"2540","33045570654","316","1177"
"2541","33045570655","55","207"
"2542","33045570656","171","596"
"2543","33045570657","423","1409"
"2544","33045570658","402","1635"
"2545","33045570659","2061","5837"
"2546","33045570660","59","232"
"2547","33045570661","164","528"
"2548","33045570662","835","2650"
"2549","33045570663","265","841"
"2550","33045570665","324","1119"
"2551","33045570666","79","273"
"2552","33045570668","75","307"
"2553","33045570670","4045","14007"
"2554","33045570671","177","649"
"2555","33045570672","344","1166"
"2556","33045570673","932","3073"
"2557","33045570674","114","325"
"2558","33045570675","157","484"
"2559","33045570676","311","971"
"2560","33045570677","1423","4644"
"2561","33045570678","99","321"
"2562","33045570679","55","169"
"2563","33045570680","238","829"
"2564","33045570681","244","742"
"2565","33045570682","207","668"
"2566","33045570683","481","1515"
"2567","33045570684","1168","4229"
"2568","33045570685","314","1058"
"2569","33045570686","731","2550"
"2570","33045570687","326","1105"
"2571","33045570688","557","1760"
"2572","33045570689","56","179"
"2573","33045570690","1884","6538"
"2574","33045570691","311","1010"
"2575","33045570692","604","2048"
"2576","33045570693","2173","7312"
"2577","33045570694","147","514"
"2578","33045570695","135","486"
"2579","33045570697","418","1449"
"2580","33045570698","104","360"
"2581","33045570699","121","375"
"2582","33045570700","646","2439"
"2583","33045570702","497","1716"
"2584","33045570706","3442","8689"
"2585","33045570707","616","2111"
"2586","33045570710","316","1103"
"2587","33045570711","195","721"
"2588","33045570712","339","1176"
"2589","33045570713","122","438"
"2590","33045570714","784","2299"
"2591","33045570715","1773","5501"
"2592","33045570716","1002","3098"
"2593","33045570717","563","1851"
"2594","33045570720","237","839"
"2595","33045570721","196","632"
"2596","33045570722","261","950"
"2597","33045570723","495","1689"
"2598","33045570724","75","268"
"2599","33045570725","163","550"
"2600","33045570726","237","830"
"2601","33045570727","133","483"
"2602","33045570728","230","826"
"2603","33045570729","161","499"
"2604","33045570730","131","503"
"2605","33045570731","291","934"
"2606","33045570732","267","951"
"2607","33045570733","835","3266"
"2608","33045570734","552","1969"
"2609","33045570735","555","1784"
"2610","33045570736","161","673"
"2611","33045570737","158","483"
"2612","33045570738","83","288"
"2613","33045570741","51","175"
"2614","33045570743","91","260"
"2615","33045570744","133","391"
"2616","33045570745","95","257"
"2617","33045570746","512","1576"
"2618","33045570747","56","152"
"2619","33045570748","98","274"
"2620","33045570749","233","724"
"2621","33045570750","57","196"
"2622","33045570751","70","227"
"2623","33045570752","165","612"
"2624","33045570753","90","326"
"2625","33045570754","314","1083"
"2626","33045570755","46","189"
"2627","33045570756","100","364"
"2628","33045570757","194","605"
"2629","33045570758","76","229"
"2630","33045570759","61","187"
"2631","33045570760","333","1160"
"2632","33045570763","286","970"
"2633","33045570764","52","195"
"2634","33045570766","70","258"
"2635","33045570767","345","1200"
"2636","33045570768","63","205"
"2637","33045570769","142","462"
"2638","33045570770","23","84"
"2639","33045570772","423","1528"
"2640","33045570773","165","492"
"2641","33045570774","450","1570"
"2642","33045570775","45","126"
"2643","33045570776","32","123"
"2644","33045570778","436","1594"
"2645","33045570782","210","635"
"2646","33045570783","561","1784"
"2647","33045570784","86","260"
"2648","33045570785","50","145"
"2649","33045570786","62","191"
"2650","33045570787","52","206"
"2651","33045570789","115","321"
"2652","33045570791","172","587"
"2653","33045570792","165","568"
"2654","33045570793","313","1038"
"2655","33045570794","386","1076"
"2656","33045570796","45","139"
"2657","33045570797","38","166"
"2658","33045570800","101","370"
"2659","33045570803","151","538"
"2660","33045570804","52","163"
"2661","33045570806","71","248"
"2662","33045570807","356","1127"
"2663","33045570808","107","378"
"2664","33045570809","67","225"
"2665","33045570810","119","404"
"2666","33045570812","84","291"
"2667","33045570813","498","1432"
"2668","33045570814","143","398"
"2669","33045570815","588","1919"
"2670","33045570816","80","278"
"2671","33045570817","493","1603"
"2672","33045570818","42","136"
"2673","33045570819","151","442"
"2674","33045570821","100","339"
"2675","33045570822","167","442"
"2676","33045570825","721","2226"
"2677","33045570827","40","119"
"2678","33045570828","543","1668"
"2679","33045570829","33","123"
"2680","33045570830","52","144"
"2681","33045570831","126","401"
"2682","33045570832","41","112"
"2683","33045570833","57","198"
"2684","33045570834","540","1927"
"2685","33045570835","76","221"
"2686","33045570838","255","670"
"2687","33045570840","40","119"
"2688","33045570842","54","141"
"2689","33045570843","50","138"
"2690","33045570845","46","130"
"2691","33045570846","150","474"
"2692","33045570848","72","220"
"2693","33045570850","350","1161"
"2694","33045570851","73","260"
"2695","33045570852","37","120"
"2696","33045570856","82","274"
"2697","33045570857","55","180"
"2698","33045570858","382","1224"
"2699","33045570859","203","722"
"2700","33045570860","268","930"
"2701","33045570863","223","836"
"2702","33045570864","158","476"
"2703","33045570866","83","248"
"2704","33045570867","349","1095"
"2705","33045570868","140","447"
"2706","33045570871","128","452"
"2707","33045570872","103","337"
